"","key","value"
"1","accuracy",0.355961807172799
"2","normalized",0.5
"3","scaled_accuracy",0.1779809035864
"4","misclassification_rate",0.644038192827201
"5","true_positive_rate",0.580737082066869
"6","precision",0.479078514339445
"7","prevelance",0.612948299953423
